Unnamed: 0,id,scrape_id,host_id,latitude,longitude,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,availability_eoy,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_communication,review_scores_location
25,596455,20250609011815,518748,29.96491,-90.04403,Bywater,,Entire home,Entire home/apt,2011-04-18,"New Orleans, LA",within a few hours,100%,50%,t,3,6,t,t,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Record player"", ""Long term stays allowed"", ""Heating"", ""Shower gel"", ""Hot water"", ""Wifi"", ""Private patio or balcony"", ""Air conditioning"", ""Outdoor furniture"", ""Dryer"", ""Stove"", ""Ceiling fan"", ""Outdoor dining area"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Pets allowed"", ""Microwave"", ""Refrigerator"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""Washer"", ""Oven"", ""Fire extinguisher"", ""TV"", ""Kitchen"", ""Single level home"", ""Essentials"", ""Free street parking"", ""Hot water kettle"", ""Hangers"", ""Iron"", ""Cleaning products"", ""Baking sheet"", ""Conditioner"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Private entrance""]",$115.00,30,1125,30,30,1125,1125,30.0,1125.0,t,12,12,26,83,42,48,1,0,1,0.31,4.94,4.91,4.83,5.0,4.87
27,684584,20250609011815,2176992,29.96658,-90.09607,Mid-City,,Private room in guest suite,Private room,2012-04-19,"New Orleans, LA",within an hour,100%,99%,t,1,1,t,t,4,1.0,1 private bath,2.0,2.0,"[""Heating"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hot water"", ""Mini fridge"", ""Room-darkening shades"", ""Wifi"", ""Air conditioning"", ""TV with standard cable"", ""Portable fans"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Pets allowed"", ""Microwave"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Fire extinguisher"", ""Free driveway parking on premises \u2013 1 space"", ""Body soap"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Conditioner"", ""Bathtub"", ""Coffee"", ""Wine glasses"", ""Private entrance"", ""Patio or balcony"", ""Pack \u2019n play/Travel crib""]",$115.00,1,100,1,1,1125,1125,1.0,1125.0,t,8,22,39,250,109,1211,132,11,137,7.79,4.87,4.89,4.89,4.86,4.78
28,701364,20250609011815,2671376,29.97036,-90.05007,St. Roch,,Entire rental unit,Entire home/apt,2012-06-18,"New Orleans, LA",within an hour,100%,75%,t,2,6,t,t,3,1.0,1 bath,2.0,3.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hot water"", ""Room-darkening shades"", ""Wifi"", ""Private patio or balcony"", ""Outdoor furniture"", ""Portable fans"", ""Ceiling fan"", ""Coffee maker"", ""Host greets you"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Window AC unit"", ""Refrigerator"", ""Gas stove"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""Oven"", ""Fire extinguisher"", ""Dedicated workspace"", ""Private backyard \u2013 Fully fenced"", ""Body soap"", ""Laundromat nearby"", ""55 inch HDTV with Netflix, Roku"", ""Kitchen"", ""Single level home"", ""Essentials"", ""Free street parking"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Conditioner"", ""Bathtub"", ""Clothing storage: walk-in closet"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Private entrance"", ""Freezer""]",$89.00,3,30,3,4,30,30,3.0,30.0,t,26,56,79,110,85,302,21,1,24,1.97,4.84,4.84,4.74,4.93,4.61
30,718256,20250609011815,1340014,30.00784,-90.08124,Fillmore,,Entire home,Entire home/apt,2011-10-26,"New Orleans, LA",within an hour,100%,100%,t,1,3,t,t,4,1.0,1 bath,3.0,4.0,"[""Dishes and silverware"", ""Heating"", ""Carbon monoxide alarm"", ""Smoking allowed"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Dryer"", ""Stove"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Microwave"", ""Refrigerator"", ""Dishwasher"", ""Bed linens"", ""Free parking on premises"", ""Washer"", ""Oven"", ""TV"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Bathtub"", ""Clothing storage"", ""Keypad""]",$114.00,2,30,1,2,30,30,2.0,30.0,t,10,30,30,170,73,402,19,2,21,2.69,4.9,4.91,4.77,4.95,4.81
32,742617,20250609011815,3888377,29.96768,-90.05683,Marigny,,Entire rental unit,Entire home/apt,2012-10-16,"New Orleans, LA",within a few hours,100%,95%,t,1,1,t,f,6,2.0,2 baths,3.0,4.0,"[""Dishes and silverware"", ""Heating"", ""Central air conditioning"", ""Hot water"", ""Wifi"", ""Private patio or balcony"", ""Stove"", ""Self check-in"", ""Coffee maker"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Microwave"", ""Refrigerator"", ""Lockbox"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""Washer"", ""Oven"", ""Fire extinguisher"", ""Body soap"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Bathtub"", ""Piano"", ""Cooking basics""]",$245.00,3,15,3,3,15,15,3.0,15.0,t,25,55,85,304,184,326,29,1,35,2.17,4.65,4.71,4.39,4.82,4.7
33,755827,20250609011815,3978674,29.96056,-90.03423,Bywater,,Entire home,Entire home/apt,2012-10-26,"New Orleans, LA",within an hour,100%,100%,t,1,2,t,t,4,1.0,1 bath,2.0,2.0,"[""Books and reading material"", ""Dishes and silverware"", ""Record player"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Board games"", ""Dryer"", ""Stove"", ""Ceiling fan"", ""Self check-in"", ""Smoke alarm"", ""Shampoo"", ""Toaster"", ""Microwave"", ""Window AC unit"", ""Refrigerator"", ""Lockbox"", ""Bed linens"", ""Hair dryer"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Free parking on premises"", ""First aid kit"", ""Washer"", ""42 inch HDTV with Netflix, Amazon Prime Video, Hulu, Roku, HBO Max"", ""Exterior security cameras on property"", ""Oven"", ""Fire extinguisher"", ""Dedicated workspace"", ""Body soap"", ""Kitchen"", ""Single level home"", ""Essentials"", ""Fast wifi \u2013 536 Mbps"", ""Free street parking"", ""Shared patio or balcony"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Baking sheet"", ""Conditioner"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Private entrance"", ""Freezer""]",$113.00,3,30,3,3,1125,1125,3.0,1125.0,t,16,32,62,107,107,641,37,3,36,4.17,4.85,4.93,4.77,4.93,4.72
35,786938,20250609011815,978875,29.97478,-90.07634,Seventh Ward,,Entire home,Entire home/apt,2011-08-16,"New Orleans, LA",within an hour,100%,79%,t,1,7,t,t,6,3.0,3 baths,5.0,6.0,"[""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Private patio or balcony"", ""Air conditioning"", ""TV with standard cable"", ""Dryer"", ""Stove"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""Washer"", ""Oven"", ""Children\u2019s books and toys"", ""Babysitter recommendations"", ""Fire extinguisher"", ""Dedicated workspace"", ""Private backyard \u2013 Fully fenced"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Bathtub"", ""Cooking basics"", ""BBQ grill"", ""Private entrance"", ""Crib"", ""Keypad""]",$464.00,3,7,3,4,7,1125,3.0,1085.2,t,17,43,73,315,158,179,12,1,16,1.19,4.82,4.88,4.82,4.84,4.82
36,790082,20250609011815,4163388,29.95852,-90.02569,Holy Cross,,Entire rental unit,Entire home/apt,2012-11-16,"New Orleans, LA",within an hour,100%,85%,t,5,5,t,t,4,1.0,1 bath,2.0,2.0,"[""River view"", ""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""Hot water"", ""Wifi"", ""Private patio or balcony"", ""Outdoor furniture"", ""TV with standard cable"", ""Outdoor dining area"", ""Self check-in"", ""Coffee maker"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Lockbox"", ""Bed linens"", ""Hair dryer"", ""Free parking on premises"", ""First aid kit"", ""Children\u2019s books and toys"", ""Fire extinguisher"", ""Dedicated workspace"", ""Private backyard \u2013 Fully fenced"", ""Body soap"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Extra pillows and blankets"", ""Fire pit"", ""Iron"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Conditioner"", ""Breakfast"", ""Bathtub"", ""Cooking basics"", ""BBQ grill"", ""Private entrance"", ""Clothing storage"", ""Pack \u2019n play/Travel crib""]",$83.00,30,150,30,30,150,150,30.0,150.0,t,18,18,18,18,18,99,0,0,0,0.66,4.82,4.85,4.92,4.97,4.49
41,851999,20250609011815,4448274,29.95565,-90.12383,Leonidas,,Entire rental unit,Entire home/apt,2012-12-19,"Louisiana, United States",within a few hours,100%,89%,t,2,2,t,t,2,1.0,1 bath,1.0,1.0,"[""Dishes and silverware"", ""Heating"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Private patio or balcony"", ""Air conditioning"", ""TV with standard cable"", ""Dryer"", ""Stove"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Pets allowed"", ""Microwave"", ""Refrigerator"", ""Lockbox"", ""Hair dryer"", ""First aid kit"", ""Washer"", ""Exterior security cameras on property"", ""Oven"", ""Fire extinguisher"", ""Park view"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Hangers"", ""Iron"", ""Bathtub"", ""Cooking basics"", ""Private entrance""]",$132.00,31,90,31,31,90,90,31.0,90.0,t,0,0,0,261,94,114,3,1,0,0.76,4.82,4.91,4.61,4.94,4.83
42,854997,20250609011815,176809,29.96731,-90.05927,Marigny,,Entire rental unit,Entire home/apt,2010-07-21,"New Orleans, LA",,,83%,t,1,1,t,t,3,1.0,1 bath,1.0,3.0,"[""Books and reading material"", ""Dishes and silverware"", ""Long term stays allowed"", ""Heating"", ""Hot water"", ""Wifi"", ""Air conditioning"", ""Stove"", ""Self check-in"", ""Coffee maker"", ""Smoke alarm"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Lockbox"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""Backyard"", ""Oven"", ""Fire extinguisher"", ""TV"", ""Body soap"", ""Kitchen"", ""Essentials"", ""Hangers"", ""Extra pillows and blankets"", ""Iron"", ""Cleaning products"", ""Conditioner"", ""Bathtub"", ""Cooking basics"", ""Coffee""]",$199.00,30,365,30,30,365,365,30.0,365.0,t,29,59,89,179,179,142,5,0,2,0.94,4.79,4.89,4.81,4.92,4.87
50,895626,20250609011815,4772370,29.93823,-90.11176,Audubon,,Private room in home,Private room,2013-01-20,"New Orleans, LA",within an hour,100%,100%,t,2,3,t,f,2,1.5,1.5 baths,1.0,1.0,"[""Books and reading material"", ""Keypad"", ""Dishes and silverware"", ""Record player"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Various shampoo"", ""Portable heater"", ""Central air conditioning"", ""Shower gel"", ""Hot water"", ""Board games"", ""Wifi"", ""Mini fridge"", ""Blender"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor furniture"", ""Clothing storage: closet and dresser"", ""Paid parking on premises \u2013 1 space"", ""City skyline view"", ""GE gas stove"", ""Portable fans"", ""Ceiling fan"", ""Outdoor dining area"", ""Self check-in"", ""Central heating"", ""Smoke alarm"", ""Toaster"", ""Microwave"", ""Drying rack for clothing"", ""Luggage dropoff allowed"", ""Bread maker"", ""Dishwasher"", ""Bed linens"", ""Hair dryer"", ""First aid kit"", ""Sun loungers"", ""Exterior security cameras on property"", ""Oven"", ""Fire extinguisher"", ""Free driveway parking on premises \u2013 1 space"", ""Dedicated workspace"", ""Rice maker"", ""Ethernet connection"", ""Cleaning available during stay"", ""Kitchen"", ""Essentials"", ""Free street parking"", ""Lock on bedroom door"", ""Shared patio or balcony"", ""Hot water kettle"", ""Hangers"", ""Extra pillows and blankets"", ""HDTV with HBO Max, Amazon Prime Video, Roku, Netflix, premium cable"", ""Coffee maker: Keurig coffee machine"", ""Iron"", ""Garden view"", ""Cleaning products"", ""Barbecue utensils"", ""Free washer \u2013 In building"", ""Heating - split type ductless system"", ""Baking sheet"", ""Dr. Bronner body soap"", ""Breakfast"", ""Bathtub"", ""Dining table"", ""Cooking basics"", ""Wine glasses"", ""Coffee"", ""Free dryer \u2013 In building"", ""Freezer"", ""Various conditioner"", ""Mini Fridge available in kitchen for guests refrigerator""]",$72.00,1,21,1,3,21,21,1.0,21.0,t,24,54,82,99,99,347,40,3,31,2.31,4.95,4.95,4.9,4.99,4.93
